wgp_loss, disc_real, disc_fake, gp
-2.107694, -2.817533, 0.521814, 0.188024
-1.995809, -1.753118, -0.245007, 0.002316
-1.743226, -2.193645, 0.267446, 0.182972
-1.974958, -1.571120, -0.634173, 0.230334
-2.278866, -1.351163, -1.032616, 0.104913
-2.128782, -1.407348, -0.981674, 0.260239
-2.016589, -0.641220, -1.443453, 0.068084
-1.878207, -0.076595, -1.864867, 0.063256
-1.919891, -1.305641, -0.739843, 0.125592
-1.891671, -3.458901, 1.260368, 0.306863
-2.134193, -2.214378, 0.077607, 0.002578
-2.282738, -1.969431, -0.597560, 0.284252
-1.963695, -2.161314, 0.137126, 0.060494
-1.801843, -3.407873, 1.418039, 0.187991
-1.924741, -1.833573, -0.138974, 0.047807
-1.688927, -1.286481, -1.043759, 0.641313
-1.752810, -1.242645, -0.537768, 0.027603
-1.541373, -2.102976, 0.289188, 0.272415
-1.806904, -1.857311, 0.022150, 0.028258
-2.019081, -2.137230, -0.117834, 0.235983
-2.059186, -2.033948, -0.146377, 0.121140
-2.260159, -1.565723, -0.733707, 0.039271
-1.685869, -1.372023, -0.758512, 0.444666
-2.053314, -1.000278, -1.077261, 0.024225
-1.958766, -0.561612, -1.420242, 0.023088
-2.037828, -1.922360, -0.353113, 0.237645
-2.171937, -1.601945, -0.685928, 0.115936
-1.897068, -1.958125, -0.200869, 0.261926
-2.004930, -0.889101, -1.117181, 0.001351
-2.044255, -1.208266, -1.129316, 0.293326
-1.976222, -4.823873, 2.272981, 0.574670
-1.875141, 0.133595, -2.013086, 0.004349
-1.703938, 1.433934, -3.402063, 0.264191
-1.680169, -0.986597, -0.693827, 0.000255
-1.953152, -2.518548, 0.436541, 0.128854
-2.064377, -2.497965, 0.268842, 0.164745
-1.857441, -3.390882, 1.301232, 0.232209
-2.052051, -2.694137, 0.567805, 0.074281
-1.771199, -1.904377, 0.118811, 0.014366
-1.872858, -2.016083, -0.102154, 0.245379
-2.015064, -2.240120, 0.147451, 0.077605
-2.110785, -3.193670, 0.913842, 0.169043
-2.113192, -4.025014, 1.661296, 0.250527
-2.033410, -2.457322, 0.421411, 0.002501
-1.872236, -1.522139, -0.566349, 0.216253
-1.791165, -2.146232, 0.202066, 0.153001
-1.761501, -1.802151, -0.000399, 0.041050
-1.813228, -1.967284, 0.128948, 0.025108
-2.014555, -2.889614, 0.509672, 0.365387
-1.711394, -0.318815, -1.502262, 0.109683
-1.890940, -1.083640, -0.807369, 0.000068
-2.022106, -2.665457, 0.415508, 0.227842
-1.717592, -2.275093, 0.220327, 0.337174
-1.743605, -1.362869, -0.384633, 0.003897
-1.769234, -3.011344, 1.072069, 0.170041
-1.991526, -2.323149, 0.291742, 0.039881
-1.958610, -1.532255, -0.587236, 0.160881
-1.970933, -1.607798, -0.503677, 0.140542
-2.146809, -2.260153, -0.010736, 0.124080
-1.743707, -1.287082, -0.499425, 0.042801
-2.049941, -1.746809, -0.449528, 0.146397
-1.852658, -3.195333, 1.058041, 0.284633
-1.958854, -0.774840, -1.195621, 0.011606
-1.912176, -0.371411, -1.751965, 0.211200
-1.918512, -2.409490, 0.432588, 0.058390
-1.832350, -3.197737, 1.176787, 0.188601
-1.979025, -2.351605, 0.311751, 0.060830
-1.910637, -1.371645, -0.727662, 0.188670
-1.985923, -2.177752, 0.175193, 0.016636
-2.010504, -3.858980, 1.343685, 0.504791
-1.812718, -0.621859, -1.190888, 0.000029
-2.008938, -0.642433, -1.453553, 0.087048
-1.735488, -0.897173, -1.107581, 0.269267
-1.988147, -0.893368, -1.147443, 0.052665
-1.829170, -1.591051, -0.296707, 0.058588
-1.953820, -4.287522, 2.024859, 0.308843
-2.016261, -1.631193, -0.386447, 0.001379
-1.536990, -0.882643, -0.961156, 0.306809
-1.847146, -2.208404, 0.281596, 0.079662
-1.936402, -3.316045, 1.235201, 0.144442
-2.067844, -2.111351, 0.015295, 0.028211
-2.015295, -2.354963, -0.025035, 0.364704
-1.953730, -1.401066, -0.577398, 0.024735
-1.918130, -3.043085, 1.009735, 0.115220
-2.015345, -3.682685, 1.581378, 0.085962
-2.032343, -4.089484, 1.709208, 0.347934
-1.771864, -1.092166, -0.688615, 0.008917
-1.780091, -0.790976, -1.096096, 0.106981
-2.203564, -2.974457, 0.657117, 0.113776
-1.877117, -4.870447, 2.512380, 0.480949
-1.695183, -0.667612, -1.029691, 0.002121
-1.692688, -0.433987, -1.353140, 0.094438
-1.866616, -1.988689, 0.075259, 0.046815
-1.857687, -3.450847, 1.458774, 0.134386
-2.091575, -3.811196, 1.528651, 0.190969
-1.948320, -2.406277, 0.425849, 0.032108
-1.957597, -2.482922, 0.300586, 0.224739
-1.657118, -3.446676, 1.636298, 0.153260
-1.800574, -2.515419, 0.713985, 0.000859
-1.871310, -2.239747, 0.220142, 0.148294
-2.193455, -3.868563, 1.365681, 0.309427
-2.057084, -4.787205, 2.623025, 0.107097
-1.793912, -3.251760, 1.453575, 0.004272
-1.818333, -4.129416, 2.025707, 0.285376
-1.809451, -0.997006, -0.943274, 0.130829
-2.088416, -2.050294, -0.064092, 0.025970
-1.687374, -3.777600, 1.476731, 0.613495
-1.599713, -0.560680, -1.039653, 0.000620
-1.757058, 0.014600, -1.984088, 0.212430
-1.798967, -3.100103, 1.268021, 0.033115
-1.819257, -3.448916, 1.583730, 0.045929
-1.967329, -3.487988, 1.366603, 0.154055
-1.841928, -1.913246, 0.011959, 0.059359
-1.848346, -1.566807, -0.472335, 0.190797
-1.725245, -2.870486, 1.081947, 0.063294
-1.680445, -3.510728, 1.710421, 0.119863
-2.041991, -1.877231, -0.195876, 0.031115
-1.704532, -0.708485, -1.292940, 0.296892
-1.627921, -1.898690, 0.248424, 0.022345
-1.989443, -3.001693, 0.937663, 0.074586
-2.070635, -3.582401, 1.256166, 0.255600
-1.988310, -1.821342, -0.178014, 0.011045
-1.762319, -2.885158, 0.752100, 0.370739
-1.787827, -1.380383, -0.447652, 0.040207
-1.757513, -1.805027, -0.044931, 0.092445
-1.887712, -3.225601, 1.204688, 0.133201
-1.755572, -3.270461, 1.467582, 0.047307
-1.553166, -2.577395, 0.940060, 0.084169
-1.797319, -1.315293, -0.566735, 0.084709
-2.002022, -1.582227, -0.553278, 0.133483
-1.929859, -2.946094, 0.906489, 0.109745
-1.996102, -2.544616, 0.398324, 0.150191
-1.866751, -0.397291, -1.567784, 0.098324
-1.760136, -1.792865, -0.045798, 0.078528
-1.877252, -2.989872, 1.024006, 0.088613
-1.987231, -1.818535, -0.253956, 0.085260
-1.608612, -2.549773, 0.680107, 0.261054
-1.944127, -2.998810, 0.995109, 0.059573
-1.751174, -1.515988, -0.258541, 0.023354
-1.890519, -1.110440, -0.996397, 0.216318
-1.820660, -2.926053, 1.005914, 0.099478
-1.943408, -3.679858, 1.659616, 0.076834
-1.544432, -2.530842, 0.953043, 0.033367
-1.601691, -1.836043, -0.293956, 0.528308
-1.715547, -0.092446, -1.625475, 0.002374
-1.901483, -0.621009, -1.396981, 0.116508
-1.861946, -2.015203, 0.095155, 0.058102
-1.617058, -2.836587, 0.963165, 0.256364
-1.850747, 0.022341, -2.040920, 0.167833
-1.655667, 0.360850, -2.022174, 0.005657
-1.740673, 0.078113, -1.881736, 0.062950
-1.864449, -0.927649, -1.093244, 0.156443
-1.669915, -2.821485, 1.005407, 0.146163
-1.722118, -1.095427, -0.640605, 0.013914
-1.714569, 0.031738, -1.992021, 0.245714
-1.841436, -1.169129, -0.684586, 0.012279
-1.741939, -1.483846, -0.708529, 0.450436
-1.659436, -0.136295, -1.526573, 0.003432
-1.758086, 0.500515, -2.420128, 0.161527
-1.916223, -1.806476, -0.161288, 0.051541
-1.589416, -2.539148, 0.799905, 0.149827
-2.086262, -0.558911, -1.607851, 0.080500
-1.711689, 0.255335, -2.236042, 0.269018
-1.934881, -2.099211, 0.163308, 0.001022
-1.650416, -4.084033, 2.195745, 0.237873
-1.752671, -1.658073, -0.195428, 0.100830
-1.942651, -1.305985, -0.718979, 0.082313
-1.855946, -1.618440, -0.367606, 0.130100
-1.825813, -2.093976, 0.028305, 0.239858
-1.780080, -0.589248, -1.192265, 0.001433
-1.874846, -0.387558, -1.676373, 0.189085
-1.789201, -2.256538, 0.364301, 0.103035
-1.661024, -2.421365, 0.653930, 0.106410
-1.868716, -1.350292, -0.578332, 0.059908
-1.676195, -0.610440, -1.259228, 0.193474
-2.009352, -1.100999, -0.937464, 0.029110
-1.650875, -1.971644, 0.054294, 0.266474
-1.820636, -0.999838, -0.892954, 0.072156
-1.506653, 0.553542, -2.078122, 0.017928
-1.629848, -0.927145, -0.771337, 0.068633
-1.676538, -2.121439, 0.345590, 0.099311
-1.624109, -1.163452, -0.690832, 0.230175
-1.861935, -2.350672, 0.447262, 0.041476
-1.819445, -2.149375, 0.292309, 0.037621
-1.864422, -2.178654, 0.161321, 0.152912
-1.489139, -1.626398, -0.226566, 0.363825
-1.799729, -1.839970, 0.007895, 0.032346
-1.274724, -3.028371, 1.420720, 0.332927
-1.573481, 0.056131, -1.631876, 0.002264
-1.431157, 1.704817, -3.409730, 0.273755
-1.841814, -1.938135, 0.096318, 0.000003
-1.713502, -4.228483, 2.157447, 0.357534
-1.718990, -1.716473, -0.035646, 0.033129
-1.858277, -0.528140, -1.353399, 0.023263
-1.698579, 0.188975, -2.042889, 0.155334
-1.826684, -1.777390, -0.181846, 0.132552
-1.836942, -2.582175, 0.692064, 0.053169
-1.739765, -1.700844, -0.073018, 0.034097
-1.816953, -2.129518, 0.005953, 0.306612
-1.829008, -1.519632, -0.336816, 0.027440
-1.617549, -0.981086, -0.773073, 0.136609
-1.855050, -0.370125, -1.572074, 0.087148
-1.768894, -1.851186, 0.007929, 0.074363
-1.827603, -2.903835, 0.982315, 0.093917
-1.824181, -1.102111, -0.889745, 0.167674
-1.882298, -0.136501, -1.783423, 0.037626
-1.789312, -1.376054, -0.474630, 0.061372
-1.547833, -3.252645, 1.216328, 0.488484
-1.830503, -0.990726, -0.842684, 0.002907
-2.032700, -0.178741, -1.964752, 0.110794
-1.563820, 0.711143, -2.533856, 0.258894
-1.755094, -1.215805, -0.555621, 0.016332
-1.745327, -2.821052, 0.852455, 0.223270
-1.832560, -2.683285, 0.845845, 0.004881
-1.585171, -2.164067, -0.054028, 0.632924
-2.061940, 0.369546, -2.457424, 0.025938
-1.613274, 2.158049, -3.954320, 0.182998
-1.665648, -0.342148, -1.326147, 0.002647
-1.804725, -0.949391, -0.966947, 0.111614
-1.433975, -0.047834, -1.610817, 0.224677
-1.830294, -0.717295, -1.138196, 0.025197
-2.045754, -0.587183, -1.504694, 0.046122
-1.772699, 0.577878, -2.629565, 0.278989
-1.827549, -0.743089, -1.113847, 0.029388
-2.063823, -1.905806, -0.263066, 0.105048
-1.778219, -0.941854, -0.982455, 0.146090
-1.746851, -0.810865, -0.982959, 0.046973
-1.413110, -0.899027, -0.609344, 0.095261
-1.926538, -1.432751, -0.550681, 0.056894
-1.616839, -1.689844, -0.297503, 0.370508
-1.665554, -2.168207, 0.502634, 0.000018
-1.655260, -2.890252, 0.805854, 0.429138
-1.792739, 0.358409, -2.208792, 0.057644
-1.529580, 1.017592, -2.580491, 0.033319
-1.792407, -0.455484, -1.369863, 0.032940
-1.759270, -2.270763, 0.397545, 0.113948
-1.769318, -2.677029, 0.790039, 0.117672
-1.825913, -2.467426, 0.560930, 0.080583
-1.833721, -1.580520, -0.444282, 0.191081
-1.787359, -2.268968, 0.441654, 0.039955
-1.884188, -1.917763, -0.032676, 0.066251
-1.773024, -2.329383, 0.313460, 0.242898
-1.953137, -1.162472, -0.817574, 0.026909
-1.672400, -1.928618, 0.184869, 0.071350
-1.579005, -2.506827, 0.817674, 0.110148
-1.656983, -1.463886, -0.348468, 0.155371
-1.791392, -1.807926, -0.019476, 0.036010
-1.422855, -3.348912, 1.612072, 0.313986
-2.112271, -1.898287, -0.247154, 0.033171
-0.968253, -2.689414, 0.833696, 0.887465
-1.569348, 0.225736, -1.839953, 0.044870
-1.068080, 2.383655, -4.142435, 0.690700
-1.157133, -1.340878, 0.156362, 0.027384
-1.202870, -3.057591, 1.838587, 0.016134
-1.562228, -3.442280, 1.826498, 0.053554
-1.949019, -2.870903, 0.853124, 0.068760
-2.021916, -1.666159, -0.387265, 0.031508
-1.682056, -1.210262, -0.804147, 0.332353
-1.703876, -1.183175, -0.645537, 0.124836
-1.819770, -1.388662, -0.436593, 0.005485
-1.872845, -1.947429, 0.011610, 0.062974
-1.613532, -1.840886, -0.064257, 0.291611
-1.522223, -0.621976, -0.919961, 0.019715
-1.637015, -0.739806, -0.909437, 0.012227
-1.433994, -0.504005, -1.013901, 0.083912
-1.996435, -2.202818, 0.072060, 0.134323
-1.674385, -2.884401, 1.013330, 0.196686
-1.929952, -1.566036, -0.373273, 0.009357
-1.760775, -1.105472, -0.843171, 0.187868
-1.787640, -1.707844, -0.136815, 0.057019
-1.883371, -1.950519, -0.025343, 0.092491
-1.654840, -2.428339, 0.411804, 0.361696
-1.447369, -0.909431, -0.539555, 0.001618
-1.791650, -1.778176, -0.061910, 0.048437
-1.813920, -2.635168, 0.359040, 0.462209
-1.596439, -1.126213, -0.472497, 0.002271
-1.591557, -1.230726, -0.383375, 0.022544
-1.542792, -1.004981, -0.782715, 0.244904
-1.791636, -1.813916, -0.015634, 0.037914
-1.855018, -2.442608, 0.338035, 0.249554
-1.811335, 0.036737, -1.848154, 0.000082
-1.738851, 0.831505, -2.791747, 0.221391
-1.683032, -2.385217, 0.564827, 0.137358
-1.948942, -3.604076, 1.418279, 0.236855
-1.471768, -1.475905, -0.021586, 0.025723
-1.621227, -1.055812, -0.641324, 0.075909
-1.669103, -1.809733, -0.143046, 0.283676
-1.569483, -1.257431, -0.378525, 0.066473
-1.847397, -1.268025, -0.603676, 0.024305
-1.678761, -2.479437, 0.669408, 0.131268
-1.677819, -2.606477, 0.832334, 0.096325
-1.593497, -1.556958, -0.128700, 0.092162
-1.453084, -2.158600, 0.333654, 0.371862
-1.454361, -0.885441, -0.577747, 0.008826
-1.626602, -1.141824, -0.568907, 0.084129
-1.523192, -2.903874, 1.108536, 0.272146
-1.680119, -2.365069, 0.679118, 0.005832
-1.900792, -2.093670, 0.026650, 0.166228
-1.547866, -2.121914, 0.400808, 0.173241
-1.737388, -1.610912, -0.127722, 0.001246
-1.828875, -2.500406, 0.439318, 0.232213
-1.706914, -2.283886, 0.536422, 0.040550
-1.685915, -2.363426, 0.573455, 0.104056
-1.702261, -1.693502, -0.120110, 0.111352
-2.017256, -2.121348, 0.053123, 0.050969
-1.854957, -3.100799, 0.981334, 0.264507
-1.658588, -0.534420, -1.155163, 0.030995
-1.763636, -0.878082, -0.941390, 0.055836
-1.675551, -2.380306, 0.522313, 0.182442
-1.643190, -2.647480, 0.984876, 0.019414
-1.695510, -2.069976, 0.287182, 0.087284
-1.937152, -1.728555, -0.485196, 0.276600
-1.657482, -2.136937, 0.427698, 0.051757
-1.601391, -1.408763, -0.207896, 0.015268
-1.603638, -1.194915, -0.503993, 0.095270
-1.623032, -2.518741, 0.776496, 0.119212
-1.819962, -1.830294, -0.064957, 0.075290
-1.673483, -1.408893, -0.353124, 0.088535
-1.639622, -2.067811, 0.285388, 0.142801
-1.770600, -2.464412, 0.684259, 0.009552
-1.700703, -3.261295, 1.098637, 0.461956
-1.659811, -0.087176, -1.578471, 0.005836
-1.758476, -0.864365, -0.925811, 0.031700
-1.690975, -1.677352, -0.136725, 0.123102
-1.571782, -2.649773, 0.920570, 0.157421
-1.801904, -2.660975, 0.793845, 0.065226
-2.118502, -2.084695, -0.074159, 0.040351
-1.591158, -2.224552, 0.459478, 0.173917
-1.637807, -2.342874, 0.642684, 0.062383
-1.808585, -1.598075, -0.270809, 0.060300
-1.585853, -2.846448, 1.037605, 0.222990
-1.821220, -2.127060, 0.263487, 0.042354
-1.562901, -2.725523, 1.090647, 0.071976
-1.635254, -1.241451, -0.471668, 0.077865
-1.749749, -1.019590, -0.774837, 0.044678
-1.878138, -2.477597, 0.334100, 0.265359
-1.568979, -3.683982, 2.041756, 0.073247
-1.635919, -2.497555, 0.780831, 0.080805
-1.592458, -1.734810, -0.093781, 0.236134
-1.523155, 0.392815, -1.921531, 0.005561
-1.648628, 0.602496, -2.449769, 0.198645
-1.699224, -2.072257, 0.368289, 0.004744
-1.339998, -2.830063, 1.268952, 0.221113
-1.589065, -0.444397, -1.145538, 0.000870
-1.629086, 0.004771, -1.843943, 0.210086
-1.853986, -1.460401, -0.408436, 0.014852
-1.731663, -2.711891, 0.776006, 0.204222
-1.639818, -0.872794, -0.816042, 0.049018
-1.612527, -0.110415, -1.631218, 0.129106
-1.704295, -0.927331, -0.824667, 0.047703
-1.892428, -0.815173, -1.220938, 0.143683
-1.649369, -0.336673, -1.346043, 0.033347
-1.697439, -0.423522, -1.338097, 0.064179
-1.680202, -1.019583, -0.820019, 0.159399
-1.588062, -2.090044, 0.348968, 0.153013
-1.635261, -1.630058, -0.005427, 0.000223
-1.744799, -1.467781, -0.426215, 0.149197
-1.576459, -1.285009, -0.617613, 0.326164
-1.778225, -2.205453, 0.427213, 0.000015
-1.350442, -3.623635, 1.837594, 0.435599
-1.804351, -1.866321, 0.061740, 0.000230
-1.625130, -1.379385, -0.413660, 0.167915
-1.483878, -0.269825, -1.257381, 0.043327
-1.671482, -1.389459, -0.351442, 0.069420
-1.942222, -3.017921, 0.973670, 0.102029
-1.798055, -2.936694, 1.022329, 0.116310
-1.781590, -2.417503, 0.582944, 0.052969
-1.868169, -2.482267, 0.449315, 0.164784
-1.747455, -1.272456, -0.511605, 0.036606
-1.649598, -2.650467, 0.829820, 0.171050
-1.722932, -3.087528, 1.273342, 0.091254
-1.684875, -3.359615, 1.626137, 0.048602
-1.690293, -2.221888, 0.488978, 0.042617
-1.507756, -1.456870, -0.269427, 0.218541
-1.431116, -2.323158, 0.802814, 0.089227
-1.621705, -1.324564, -0.299116, 0.001975
-1.534924, -0.980168, -0.881266, 0.326510
-1.604439, -2.553035, 0.915444, 0.033152
-1.456180, -2.253307, 0.788954, 0.008174
-1.730355, -2.540374, 0.542115, 0.267903
-1.684532, -0.250319, -1.443694, 0.009481
-1.592232, 0.220896, -2.011541, 0.198412
-1.598147, -2.672822, 0.962342, 0.112333
-1.571131, -2.935799, 1.355537, 0.009130
-1.587465, -3.314071, 1.549793, 0.176813
-1.391199, -0.514547, -0.878071, 0.001418
-1.626064, -0.135458, -1.742902, 0.252296
-1.735752, -1.975624, 0.137877, 0.101996
-1.582910, -1.571525, -0.014018, 0.002633
-1.860314, -2.137443, 0.174975, 0.102154
-1.693516, -1.506154, -0.365149, 0.177787
-1.755373, -2.332435, 0.526168, 0.050893
-1.383251, -3.083498, 1.455986, 0.244260
-1.826389, -1.568354, -0.397822, 0.139788
-1.921825, 0.041179, -1.976163, 0.013159
-1.875466, 0.999035, -3.021069, 0.146568
-1.722115, -0.982321, -0.826072, 0.086278
-1.783606, -1.457360, -0.359749, 0.033502
-1.635291, -1.931940, 0.046480, 0.250169
-1.896110, -0.665824, -1.260668, 0.030381
-1.754807, -0.368893, -1.493813, 0.107899
-1.715462, -0.497815, -1.304274, 0.086627
-1.574552, -0.848655, -0.762871, 0.036974
-1.630268, -0.861848, -0.893613, 0.125193
-1.541483, -0.346449, -1.242623, 0.047589
-1.733957, -0.176805, -1.665129, 0.107977
-1.636249, -0.312262, -1.376991, 0.053004
-1.893024, -1.573349, -0.447849, 0.128174
-1.621142, -0.744311, -0.931258, 0.054427
-1.893152, -0.189409, -1.895663, 0.191921
-1.709229, -1.055702, -0.714162, 0.060635
-1.676395, -0.530970, -1.147046, 0.001621
-1.240888, -0.263792, -1.420279, 0.443183
-1.622633, -2.373144, 0.681921, 0.068589
-1.591786, -2.485698, 0.619945, 0.273967
-1.590846, -0.742136, -0.877666, 0.028956
-1.670419, 0.225102, -2.005148, 0.109626
-1.802827, -0.394530, -1.492100, 0.083803
-1.536054, -1.333852, -0.446926, 0.244724
-1.832089, -1.190734, -0.642021, 0.000665
-1.961638, -0.864034, -1.258470, 0.160866
-1.748098, -1.040720, -0.823983, 0.116605
-1.493982, -0.930295, -0.650581, 0.086894
-1.809507, -1.594710, -0.221570, 0.006772
-1.666574, -1.639810, -0.345099, 0.318334
-1.829244, -2.159335, 0.244493, 0.085598
-1.844684, -1.435226, -0.421764, 0.012306
-1.686597, -2.965000, 0.954198, 0.324205
-1.579756, -1.272201, -0.328274, 0.020720
-1.718960, -0.402037, -1.474796, 0.157873
-1.765174, -1.024001, -0.833220, 0.092047
-1.672973, -0.924414, -0.759906, 0.011347
-1.577999, -1.492156, -0.274845, 0.189002
-1.879559, -2.368866, 0.450327, 0.038980
-1.699478, -2.920306, 1.020758, 0.200071
-1.378525, -1.230865, -0.324804, 0.177144
-1.618357, -0.029349, -1.590058, 0.001050
-1.399261, 0.643332, -2.136560, 0.093968
-1.884251, -2.153940, 0.179080, 0.090609
-1.583788, -2.757869, 1.033482, 0.140599
-2.020311, -2.837615, 0.676159, 0.141146
-1.705355, -1.894178, 0.179359, 0.009464
-1.354567, -0.987973, -0.504744, 0.138150
-1.675964, -1.841156, 0.138435, 0.026757
-1.586177, -2.708762, 0.912302, 0.210283
-1.669797, -2.751760, 1.067280, 0.014683
-1.811011, -2.449647, 0.488678, 0.149958
-1.391457, -2.362203, 0.854035, 0.116711
-1.759090, -1.567125, -0.193933, 0.001968
-1.670825, -1.947278, 0.027253, 0.249200
-1.751605, -2.418326, 0.509376, 0.157345
-1.805893, -2.139085, 0.313163, 0.020028
-1.472356, -2.299436, 0.754601, 0.072479
-1.790249, -3.025842, 1.165358, 0.070235
-1.553921, -3.526917, 1.572384, 0.400612
-1.668926, -1.084914, -0.584039, 0.000027
-1.845310, -0.682564, -1.226936, 0.064191
-1.627899, -2.269198, 0.502699, 0.138600
-1.559673, -2.235575, 0.528777, 0.147125
-1.505341, -2.144442, 0.603546, 0.035555
-1.645723, -1.564260, -0.152179, 0.070715
-1.758242, -2.049653, 0.237884, 0.053527
-1.610329, -3.327699, 1.430828, 0.286543
-1.789800, -0.859623, -0.987874, 0.057697
-1.466586, -0.865117, -0.620808, 0.019339
-1.781412, -1.815443, -0.016282, 0.050313
-1.679878, -1.934624, 0.176316, 0.078431
-1.661165, -1.846896, -0.141689, 0.327420
-1.551606, -1.671327, 0.100147, 0.019573
-1.563920, -1.505399, -0.064762, 0.006241
-1.734722, -0.871463, -0.969701, 0.106441
-1.816926, -2.472871, 0.394251, 0.261694
-1.485060, -3.082190, 1.585540, 0.011590
-1.360404, -2.135732, 0.694027, 0.081301
-1.697496, -0.508710, -1.295811, 0.107025
-1.824568, -0.735589, -1.143605, 0.054627
-1.915379, -0.837417, -1.234243, 0.156281
-1.499795, -2.192744, 0.499110, 0.193839
-1.825915, -0.064712, -1.787519, 0.026316
-1.318332, 1.228343, -3.032015, 0.485339
-1.453137, -1.834862, 0.339272, 0.042454
-1.186207, -3.799070, 2.395617, 0.217246
-1.624903, -2.234098, 0.609136, 0.000059
-1.577320, -1.025119, -0.591795, 0.039594
-1.495034, -0.711214, -1.081516, 0.297696
-1.661787, -0.934503, -0.886262, 0.158978
-1.829345, -1.998380, 0.161046, 0.007989
-1.367242, -3.033472, 1.447351, 0.218879
-1.498279, -1.044735, -0.513592, 0.060049
-1.597800, 0.357500, -2.100139, 0.144839
-1.954740, -0.124561, -1.936133, 0.105955
-1.841932, 0.008402, -1.886160, 0.035825
-1.460027, 0.900162, -2.427785, 0.067596
-1.762074, -0.366116, -1.462999, 0.067041
-1.644642, -1.481850, -0.235518, 0.072726
-1.651304, -1.435265, -0.470367, 0.254328
-1.865290, 0.123190, -2.014742, 0.026263
-1.620600, 0.408057, -2.119534, 0.090878
-1.550750, -0.371543, -1.180946, 0.001738
-1.582867, -1.170794, -0.600303, 0.188231
-1.651459, -1.517373, -0.250647, 0.116561
-1.756645, -1.430891, -0.340801, 0.015047
-1.514792, -0.376695, -1.315489, 0.177392
-1.737716, -0.950884, -0.797691, 0.010859
-1.819488, -2.381865, 0.109745, 0.452632
-1.580312, -0.605379, -0.976967, 0.002035
-1.489541, -0.899368, -0.769782, 0.179609
-1.678917, -2.046304, 0.357512, 0.009874
-1.505372, -2.738398, 0.675768, 0.557258
-1.630909, -0.902884, -0.743361, 0.015335
-1.873737, -0.815288, -1.196187, 0.137739
-1.861733, -1.108671, -0.860647, 0.107585
-1.526370, -1.315440, -0.508625, 0.297696
-1.535468, -0.656790, -0.880648, 0.001969
-1.481593, -0.818797, -0.959407, 0.296610
-1.515341, -1.655072, 0.138286, 0.001445
-1.664451, -2.573823, 0.804970, 0.104402
-1.551978, -1.962433, 0.213392, 0.197064
-1.593685, -0.637073, -0.967446, 0.010833
-1.783812, -0.539279, -1.343004, 0.098471
-1.847547, -2.158568, 0.238615, 0.072405
-1.776519, -2.583378, 0.620099, 0.186760
-1.607225, -2.123614, 0.506929, 0.009460
-1.765306, -1.385126, -0.520687, 0.140508
-1.774013, -1.778792, -0.186010, 0.190789
-1.796860, -1.327884, -0.482753, 0.013777
-1.802370, -1.102210, -0.767819, 0.067659
-1.765522, -1.538834, -0.439152, 0.212464
-1.631682, -2.148549, 0.447253, 0.069613
-1.439659, -0.958507, -0.525335, 0.044183
-1.566751, -0.762234, -0.849664, 0.045147
-1.646715, -1.747010, -0.007806, 0.108101
-1.510210, -2.055054, 0.498550, 0.046294
-1.707746, -1.897311, 0.056110, 0.133455
-1.415874, -2.243486, 0.797013, 0.030599
-1.638607, -2.812766, 1.111439, 0.062720
-1.756639, -1.741953, -0.162207, 0.147521
-1.554142, -1.124729, -0.544476, 0.115064
-1.707912, -0.950048, -0.758053, 0.000189
-1.299550, -1.434171, -0.452066, 0.586687
-1.612772, 0.182163, -1.806447, 0.011512
-1.426353, -0.335479, -1.301914, 0.211040
-1.269577, -2.269747, 0.995020, 0.005150
-1.523409, -2.387116, 0.837461, 0.026247
-1.630008, -3.552020, 1.670312, 0.251701
-1.590784, -1.769233, 0.042399, 0.136049
-1.714998, -0.507451, -1.272693, 0.065147
-1.546935, -1.384481, -0.206160, 0.043705
-1.854768, -2.013588, 0.077055, 0.081764
-1.953965, -1.281168, -0.820868, 0.148070
-1.677612, -0.052806, -1.702071, 0.077266
-1.697541, -1.049078, -0.727377, 0.078914
-1.233460, -1.470454, 0.214741, 0.022254
-1.710110, -1.677440, -0.148682, 0.116011
-1.720406, -0.736301, -1.072853, 0.088748
-1.597950, -1.288964, -0.354163, 0.045176
-1.548448, -1.644175, -0.051500, 0.147227
-1.905443, -1.200062, -0.751349, 0.045968
-1.911435, -0.695488, -1.372739, 0.156792
-1.395304, -0.338006, -1.095573, 0.038275
-1.825645, -1.932978, -0.025735, 0.133067
-1.719960, -3.332568, 1.500475, 0.112132
-1.262822, -2.507807, 1.180775, 0.064210
-1.633160, -0.843723, -0.814366, 0.024930
-1.230120, 0.555897, -2.056029, 0.270012
-1.336825, -1.227694, -0.125187, 0.016056
-1.347918, -2.458048, 0.828736, 0.281394
-1.551391, -0.706848, -0.858544, 0.014001
-1.423853, 0.270515, -1.784757, 0.090389
-1.802619, -0.629593, -1.233405, 0.060378
-1.762741, -1.416869, -0.408965, 0.063093
-1.855823, -2.600600, 0.174912, 0.569866
-1.764836, 0.422939, -2.190597, 0.002822
-1.353977, 1.764488, -3.249068, 0.130603
-1.613775, -0.915940, -0.703931, 0.006096
-1.651318, -2.020833, 0.189876, 0.179640
-1.787624, -1.922388, -0.074705, 0.209469
-1.598122, -1.215677, -0.384632, 0.002186
-1.610691, -1.388650, -0.322480, 0.100439
-1.769959, -1.653952, -0.164708, 0.048701
-1.675594, -2.597980, 0.795550, 0.126837
-1.685312, -1.739471, -0.049532, 0.103691
